address,tier,avg_balance,DAYS_OVER_1,DAYS_OVER_10,DAYS_OVER_100,DAYS_OVER_1000,DAYS_OVER_10000,DAYS_OVER_100000
0x0c74d9e478ec897af92e57911cd985978a3597d4,1,0.13,90,0,0,0,0,0
0x37403db50e79631838cebe89a62fe2b34c31c184,1,0.12,82,0,0,0,0,0
0xeed8cf8ac9948e7e239e9e934a7288e1cafa7ac5,1,0.12,6,6,0,0,0,0
0x88fd52c4c766eacb16768e98373dbe0c7005e65f,0,0.12,0,0,0,0,0,0
0x12e4f0c02855c07d7646cf71b7afb76281947fed,1,0.12,2,2,0,0,0,0
0x36e8dda35e6a75c0b330a27ef21d88b8b1b66913,1,0.12,80,0,0,0,0,0
0x854a396158c1dfa01a44061c471cc4720c463ffc,0,0.12,0,0,0,0,0,0
0xae51564961886aee70941d69a4f5968c96007200,0,0.12,0,0,0,0,0,0
0xe14ca0632c5430abddd40ba077da5fba8821a950,0,0.12,0,0,0,0,0,0
0x5ddd9a22670a98e8f137099b53c0c5c370be45a3,0,0.12,0,0,0,0,0,0
0x9aa921b09638011bae9ed001572c10ce75706ad8,1,0.12,3,3,0,0,0,0
0xbd5fff8b575c6071bdabe1dd0e40b74b3e002a8d,0,0.12,0,0,0,0,0,0
0xe823e3b24619e8cfabd150746d9eb2d31bee8694,1,0.12,80,0,0,0,0,0
0xd5fb8a8e6e81bc77d7d807c05b5b8aeae7c2a458,0,0.12,0,0,0,0,0,0
0x351a767a5bbfe0ee9ca3aa246c2b6732dc4e43d8,0,0.12,0,0,0,0,0,0
0xf7915670cd3a9c5f3fd69994a0955f275f6020d6,1,0.12,81,0,0,0,0,0
0xd74e3c3b57d93fe192d1c7e62d39d64fcb25ae12,1,0.12,1,1,0,0,0,0
0xd0bec14593761ac8c328fc343ca183ba1c5c051e,0,0.12,0,0,0,0,0,0
0xe7c4531ad8828794904d332a12702bec8ff1a498,0,0.11,0,0,0,0,0,0
0x88b55512363bf8f3298637376a5549619bbd8c1a,1,0.11,1,1,0,0,0,0
0x5e5351219b9b9da69744a43101b9395badc9a2e9,1,0.11,77,0,0,0,0,0
0x069b3397913dead9bf84efd700061ab83aff1444,0,0.11,0,0,0,0,0,0
0x88c462e6cafbe932a7f07e86d984f0801aa7afb9,0,0.11,0,0,0,0,0,0
0xa72279519cec11d9deeb1a341b1240129c9b7661,1,0.11,1,1,0,0,0,0
0x6842f08ca773f01068a7d7dee89be5ebba8a1bac,1,0.11,1,1,0,0,0,0
0xf598202b6e1f06e610bdd5656f851a1f67fdec7f,1,0.11,1,1,0,0,0,0
0x672399ca1268be85c19ce1f08987701d289200fc,1,0.11,73,0,0,0,0,0
0x6af2c916c342a109db29ded88f684a675f73b78a,2,0.11,8,8,0,0,0,0
0xd658dce6d7369c8639de4b8a1941d860d59e1550,1,0.11,23,0,0,0,0,0
0xf05ba52cb5a0bdb7a4bfff274892a862d030a869,1,0.11,57,0,0,0,0,0
0x2ba719cc38ced934f2e906f591909ced348a89cd,2,0.11,8,7,0,0,0,0
0xc1fbe0b38658953df5558db3a6acf88c78a6ced6,1,0.11,76,0,0,0,0,0
0xfe4bfcfd81cfa386cf972ffc6891ba926a9383f8,1,0.11,1,1,0,0,0,0
0x631136eccfcd6875dc51870b40f139d4636efba3,0,0.11,0,0,0,0,0,0
0x5fe3a24a5553439fc8b9162d331029a52862ccab,1,0.11,74,0,0,0,0,0
0x47228bd4aa9c8a9108d895d7f4086216ab995365,1,0.11,39,0,0,0,0,0
0x39a84ffc7ebef9b97fd609051104c1d6376a6db4,0,0.11,0,0,0,0,0,0
0x9aee301d7b11a6dc7293b7b6ba5f11cd048590df,1,0.11,78,0,0,0,0,0
0x3676d68cd9d6c0032c4e2e24b46aeca9d4fd88e5,1,0.11,76,0,0,0,0,0
0x2aed14fe7bd056212cd0ed91b57a8ec5a5e33624,1,0.11,1,0,0,0,0,0
0xfd7bd29e1050932829c1fc080ea42d7394c42847,0,0.11,0,0,0,0,0,0
0x77b8584ff9759d93f03df8d0f66b02d08005cdb1,1,0.1,1,1,0,0,0,0
0x3afdadb1d9b3f4b38e4ebd5cfeca5efbaf05c09b,1,0.1,2,2,0,0,0,0
0x637365c8697c63186dc4759bd0f10af9b32d3c1a,1,0.1,6,5,0,0,0,0
0xe1b10f25eb56446baf94a48b6b63f100f1f686c9,1,0.1,7,5,0,0,0,0
0x4a87552bb84dbffde4bba76f47d3ab735e534042,1,0.1,1,1,0,0,0,0
0x30057ecae119b83961243819b59b59cf2b667460,1,0.1,4,1,0,0,0,0
0x0fe2a86bd22f922eb06ee18ae0633f0062d593c3,1,0.1,1,1,0,0,0,0
0x93fc71b32f7f7e079bb9ea72da78f3b39fde7895,1,0.1,1,1,0,0,0,0
0xeea94cdbf792b0269f7d791403911031d461be02,1,0.1,1,1,0,0,0,0
0x7abb4740d883e47e2821941ff815b86ac712ab7c,1,0.1,16,4,0,0,0,0
0x5d93fcebfdca1459b1a9112a3e20843958b4d6b4,1,0.1,1,1,0,0,0,0
0xfdbc8fe144ee32c67151434552594fb77298f58e,1,0.1,2,2,0,0,0,0
0x1ffc958bc75d6a7d7fc673f8de6bc3a580d1522e,1,0.1,72,0,0,0,0,0
0x64b05503c6f2233d279e6b8b8f2da6936ded584c,1,0.1,1,1,0,0,0,0
0x768a8b6748b907c96e10dab3aaf466f27dc243fc,0,0.1,0,0,0,0,0,0
0x3879fc8048b9cf1e57176b57457e5c4c1ce1dd45,1,0.1,1,1,0,0,0,0
0xcc11b0d6dab81b1edf60fcf48bec98a127c420f3,1,0.1,1,1,0,0,0,0
0xd0dd053392db676d57317cd4fe96fc2ccf42d0b4,0,0.1,0,0,0,0,0,0
0xaa312eb19552f924dfc47bfefe47f35a902fc595,1,0.1,25,3,0,0,0,0
0x8309bebf4fe7650d50e7bd524a58d1a1d2f877c2,0,0.1,0,0,0,0,0,0
0xae13e46d22b302ada19ffde24eb7ce04c8c2fcf9,1,0.1,6,4,0,0,0,0
0x588ed7deeff8df7c00ff187c398936b101583ec7,0,0.1,0,0,0,0,0,0
0x2372dbe743210c04d8a274197135b584541cab9b,2,0.1,7,7,0,0,0,0
0x8954661e743c60c966e2ff6002b514126bb1cfe2,0,0.1,0,0,0,0,0,0
0x8f8a88e551d54fc2f0c525d8f065bcba6eb471d7,1,0.1,2,2,0,0,0,0
0x0a4dfffc51a8f8588e59c51fee29df42d2364bda,0,0.1,0,0,0,0,0,0
0x5d22190b86cfb55b2e9424daa4e18f2f74332b35,1,0.1,1,1,0,0,0,0
0x5b7ae3c6c87f4a3f94b35c77233b13191ebfad20,0,0.1,0,0,0,0,0,0
0x15c40f96a7057ce622b258887edaf7afbaab8c85,1,0.1,36,0,0,0,0,0
0x4be828f2e43a3bd9348e0c44416e4a3ed756842c,0,0.1,0,0,0,0,0,0
0xc9881ff4e8ab0a01b54b862de6e4dfc8e97ff9b7,1,0.1,40,0,0,0,0,0
0xc9f270e1b40a9c6f5c21cdc2bcb03205ea6960af,0,0.1,0,0,0,0,0,0
0x95b49e38b2a3140f5242d57f6ec34920601ae193,1,0.1,65,0,0,0,0,0
0x3e737ad3234a127066043d5df2abf7addec79c2b,0,0.1,0,0,0,0,0,0
0x2fae9f948f07b1b4d2335048dd819d3f457d3fe4,0,0.09,0,0,0,0,0,0
0xbcae65851d4d372a066bb9f377bd8efece6dffd6,1,0.09,1,0,0,0,0,0
0x8580db53c3ebc56230662b771cef2707e92ef83a,0,0.09,0,0,0,0,0,0
0x49e896171d0c4adab89f826a2d6bbdbd48d9de37,0,0.09,0,0,0,0,0,0
0xc3565ed041734c613ec4efe24913d6f6f3a3b0ca,1,0.09,1,1,0,0,0,0
0x3ce020839bca572d67fbf2029aa0b7bf43744122,1,0.09,36,1,0,0,0,0
0x8494d7675e474c2fdbdc3edadc39a26109284894,1,0.09,51,0,0,0,0,0
0x720c293071a9e084c3a8c82f42c98065be546fcc,0,0.09,0,0,0,0,0,0
0xacd8a1badcc0e8de27278b6c3aa11992b529897d,1,0.09,51,0,0,0,0,0
0x2bdc5ccda08a7f821ae0df72b5fda60cd58d6353,0,0.09,0,0,0,0,0,0
0x80048b9a29f77c92cd4172df27cee4d7ba3a8d07,0,0.09,0,0,0,0,0,0
0x6cfba969a424bac0f18d1ca674f34b8b2907bb5f,1,0.09,52,0,0,0,0,0
0xb7eb6bbdfa555a1065374b4a1aa2bc446a05f442,0,0.09,0,0,0,0,0,0
0x1abccb156915f63736dd5c8ebe601e45b5ce7e3d,1,0.09,4,3,0,0,0,0
0x436efe81cf40056e08923debc2da2c11a70d2cd2,0,0.09,0,0,0,0,0,0
0xad79f5a2b8bc5c24011e9cf76a42f4ef5322a884,1,0.09,1,1,0,0,0,0
0xe6cc5e3ebb07b5156ba3af510b8c6ca19804d88e,0,0.09,0,0,0,0,0,0
0x3be0c7e94a946aa76e5fc0c20f7c542264a73d8c,1,0.09,47,0,0,0,0,0
0xc2fb4b3ea53e10c88d193e709a81c4dc7aec902e,1,0.09,1,1,0,0,0,0
0x2b66f23c2987597225d36872a52a3d3337386054,0,0.09,0,0,0,0,0,0
0x4f80b5c475fced34fc9a07ffccf39e1adc1406bf,1,0.09,29,0,0,0,0,0
0xee936ce9fb2f78f12e618aaee422c11a96328fb6,1,0.09,1,1,0,0,0,0
0xe8b9738d4a23e3a7ad74a685a681af411650ce10,1,0.09,8,1,0,0,0,0
0xc1c6b2e4849bc933a8f31b87f7a1fea38675a4fd,1,0.09,1,1,0,0,0,0
0xdf2b46ab29b60358e7c674af22de7727908c717d,1,0.09,2,2,0,0,0,0
0xb732eccb6e76e8c0657280476366a5942158b0e7,1,0.08,1,1,0,0,0,0
0x36bd3044ab68f600f6d3e081056f34f2a58432c4,0,0.08,0,0,0,0,0,0
0x3c395166f430ae330b5a318f4ba62c6d77b5bc93,0,0.08,0,0,0,0,0,0
0x417f0ac59cf641f93db0681942654868ecf8d4b5,0,0.08,0,0,0,0,0,0
0x166bd8ab89dc1f8ddba050f4749cb2865f8a77e4,0,0.08,0,0,0,0,0,0
0x81d9c59a28c1a291c1b211e6ac476c448fa0ad58,1,0.08,4,3,0,0,0,0
0x2941ef47bf5b72a158c444449d0934fcfcf3c307,0,0.08,0,0,0,0,0,0
0x84df26b640239ec5dddade55d53d2279376d10a9,0,0.08,0,0,0,0,0,0
0x7cc6602e1c149fe48cf02a6e3d4b214e6816a0be,1,0.08,1,1,0,0,0,0
0x0ee4ed4de041080115c037142ed2dbfe1d59fcbd,1,0.08,1,0,0,0,0,0
0x478a641ed11a98acff64ecee860a865c2e5bdcfd,1,0.08,1,1,0,0,0,0
0x944e3661da24cb81a6cd6f9ac4bd821864cd2033,0,0.08,0,0,0,0,0,0
0xa9a4bd896359ed0e1969d53585893b4c87685eec,1,0.08,3,3,0,0,0,0
0x36c7bc7248f0373a3f398732817deb4bc2dbf232,0,0.08,0,0,0,0,0,0
0x2f7416b608dae78b0a950f64cd1a70a13ba4fd41,0,0.08,0,0,0,0,0,0
0x2afe350e225a8ded1b34626a157f571c358e3c3d,1,0.08,59,0,0,0,0,0
0xb94b215e341a25b9fce69f5b171fad981a84eec4,1,0.08,1,1,0,0,0,0
0xf60ad6e474618461972122f37544705bcf8d8fb8,1,0.08,3,0,0,0,0,0
0x19c4883b60a02074543c8021dad313a27ff3585f,0,0.08,0,0,0,0,0,0
0x282f95ada81610be70d7e1e8557f96866404a632,0,0.08,0,0,0,0,0,0
0x4d908972cc6888f6e44b4f19e7b5a4a2d4a41feb,0,0.08,0,0,0,0,0,0
0x3ed68cc51886aae368a7497e8cc6d393534f2def,1,0.08,1,1,0,0,0,0
0x3d5c87f44a4c5705d243050f8e310921e19dfcb0,0,0.07,0,0,0,0,0,0
0x0a4316fc6300620b3f32b8da4403b949e2a2abdb,0,0.07,0,0,0,0,0,0
0xfb3b73c7242bd8266b0fcb8c44b26081ec57e139,1,0.07,1,1,0,0,0,0
0x38afaedb78e2a0018860b06fe231292184ca14c3,0,0.07,0,0,0,0,0,0
0x19d9570efbd2aea9c284e17391ff1b908a87e52e,0,0.07,0,0,0,0,0,0
0xa83f7098262a664a36d50aa0b9cf0bc3cf46a3e0,1,0.07,1,1,0,0,0,0
0x6de17cf71a9b5ca517578ee2cc2f73deeccb59da,1,0.07,1,1,0,0,0,0
0xfcf700ed2d78c732b725ebab8ca3ad37ee6c4f24,1,0.07,10,0,0,0,0,0
0x31411a6a4160ed5b9ac62910bb86c90b0450bae1,0,0.07,0,0,0,0,0,0
0x05345faa003ae0bac0c410b0075cad0b15fa82cf,1,0.07,4,3,0,0,0,0
0x12bd1596d7cfbf7c18f08499b54a31c980989070,1,0.07,21,0,0,0,0,0
0x7f55a33bd03d5617c1609347fa6a74cca38683f1,1,0.07,3,3,0,0,0,0
0x122a5d0b060898bfcc7c838b27f3e63791009ed0,1,0.07,2,1,0,0,0,0
0x9b89644bf4303e2c75c7a607bd34ac714552a885,1,0.07,1,1,0,0,0,0
0xd61fdc9f4d0cd29d5a92061ceaf10c8a410c6ff3,1,0.07,5,4,0,0,0,0
0xc64df5be250264bf2888591d87cdeb13bfadc501,0,0.07,0,0,0,0,0,0
0x3c5af5ffe13e7be9bfef1862e6f80769c69a9206,0,0.07,0,0,0,0,0,0
0x82c9f3f97532e15664c8820fbbde4a21d48b474c,1,0.07,47,0,0,0,0,0
0xb337570cfb47f1fea5ddba9a440c7a4011e37cfa,1,0.07,4,3,0,0,0,0
0xcbaa2c0104ce91afca8999919ec820f2a9ee42bf,1,0.07,3,3,0,0,0,0
0xd5f270f6737ca1da67e9d2d824fc3caef17f2f6c,1,0.07,1,1,0,0,0,0
0x856ba87e2e909321ab547b8c3cfb4ab4206b48c2,0,0.07,0,0,0,0,0,0
0x21fb4411fa5828344c2788ab07d4cc12a12571b9,0,0.07,0,0,0,0,0,0
0x17f8e742aae59663782b57c6c05ce79fa268773d,1,0.07,7,0,0,0,0,0
0xec361a320f897c2f98081e790b05b2631f082e37,1,0.07,8,1,0,0,0,0
0x5d21e56cb00f89f4eca625ac1be554f2aa05ec93,1,0.07,1,1,0,0,0,0
0xeb131d7ed8f42ee4889f1c64d4a73263ece09536,0,0.07,0,0,0,0,0,0
0x9dd3ebd8f8fd66ec28a61df1448e64e4c363798c,1,0.07,43,0,0,0,0,0
0x98c3648a2087df2a1c2a5b695de908bf95fa4f39,0,0.07,0,0,0,0,0,0
0x80556943ffb72344d1bffd90d28750e924c094d2,0,0.07,0,0,0,0,0,0
0x1dec9eae55fe9348bc195a57df03f1cd51fe13d1,0,0.07,0,0,0,0,0,0
0xed356e5edbf7df6fbd316aa9b15ceab468f3e529,1,0.07,1,1,0,0,0,0
0xbc73eb4e520c4a6630de2792b5535ada8cb8c041,1,0.07,1,1,0,0,0,0
0x636d626143c009876d82cda90128314f4b407309,1,0.07,1,0,0,0,0,0
0x37baedaa536f7144e72915c683e6095177d33e78,1,0.07,1,1,0,0,0,0
0xbcce08c0e9293e103010e51f82b23a1f3edfb315,1,0.07,46,0,0,0,0,0
0x14960da2575f644c359fc6d6d894d2bb22a21c30,0,0.07,0,0,0,0,0,0
0x9a636278919aebc8c72eefecb4335e5531e75a1d,0,0.07,0,0,0,0,0,0
0xacfb44ce40aaa9c1d7b5d6c76d5e321f68e6f4a1,1,0.06,1,0,0,0,0,0
0x5f716cd1503b1f0ef891fa96a786b6e77df97c04,1,0.06,1,0,0,0,0,0
0x0af2d01584979eaed88755857a68a601b18a1ced,1,0.06,2,2,0,0,0,0
0x13f414a543a7b0a147fe1afac99861f1471d3a30,1,0.06,2,2,0,0,0,0
0xd516dbce1f207ab7b0f0b9dc02e30d38621e4e38,0,0.06,0,0,0,0,0,0
0xd4bc689aca0a4a0a80f6c144f0030378c2652621,0,0.06,0,0,0,0,0,0
0xf904c82a9528611bb7c9d296e238bfca45b9eab1,1,0.06,1,1,0,0,0,0
0xf51cfa5eb9128f064eafb75524502a039f063d91,1,0.06,6,0,0,0,0,0
0x446853a201c27aa8c02c6e39e4c42d15f8d6f724,1,0.06,2,2,0,0,0,0
0xd663e34a534d023008dc7d396605657188040e90,0,0.06,0,0,0,0,0,0
0x6a111f7d28856385263eedba7e12b37e4eed7997,1,0.06,10,0,0,0,0,0
0x972b8ed609d5577739cc585bc0ccab03aee621af,0,0.06,0,0,0,0,0,0
0xfc1a75fe884e797bae9292bd3af10e1be6237c59,1,0.06,18,0,0,0,0,0
0x460f9c8de7f680326e375c810fa2facec16b9f26,0,0.06,0,0,0,0,0,0
0x9438b8b447179740cd97869997a2fcc9b4aa63a2,1,0.06,14,0,0,0,0,0
0xc51577cd654403de710228e93fd78ea6b451f07c,1,0.06,1,1,0,0,0,0
0x24745628dacf1d9a8e6c06dbbe8130e5a8fc052c,1,0.06,2,2,0,0,0,0
0x0448cb024711d99f1daed26a90408e58745ee66e,0,0.06,0,0,0,0,0,0
0x42e9c498135431a48796b5ffe2cbc3d7a1811927,1,0.06,46,0,0,0,0,0
0xb8392c6d9b65f393cacb70a757c791098b59456a,0,0.06,0,0,0,0,0,0
0xf5dd5c5bd1e19ba3209eedcda519b725e5a90e5d,0,0.06,0,0,0,0,0,0
0x2163a62c074305bcffc94b35a1332261e6b47ccb,1,0.06,2,2,0,0,0,0
0x48e5d1322a93b95fee46bb4ea47155afd3a200ec,0,0.06,0,0,0,0,0,0
0xc85032a2e77be215a095fc8b77c0e3e16bb69bf9,1,0.06,3,3,0,0,0,0
0x86c79fd77a2a684b0d4893a7b99a2bf1373b0d3a,0,0.06,0,0,0,0,0,0
0xa5b11114662ec3433b67710fde80b3fe865e70e9,0,0.06,0,0,0,0,0,0
0x9bca04455e363fe99569f6cbe6171daf114c6399,1,0.06,7,0,0,0,0,0
0xb352bb4e2a4f27683435f153a259f1b207218b1b,1,0.06,46,0,0,0,0,0
0x70a9f34b9c6e94cbb3eacdf262cee0831f10a78b,0,0.06,0,0,0,0,0,0
0xe7462f71dcfea3d86a1dcb7bdf131d613578a226,0,0.06,0,0,0,0,0,0
0xe5311e67226f0bff3ea0388ef55559f03d5b1652,1,0.06,7,0,0,0,0,0
0xd9dc954e05455b67f23aa2224b7a169cbdb6af53,1,0.06,34,0,0,0,0,0
0x82465efd928d4586e0ee09b261ccc6fcca5b8cb5,1,0.06,1,0,0,0,0,0
0x20835e5cc18ba80b81061be13cf161bc98e7a1fb,1,0.06,1,1,0,0,0,0
0x206296befffb68fce658535d443c732892162005,0,0.06,0,0,0,0,0,0
0xbb25184b9e3a8eca942d01ebb2e5e35ad8081bc5,0,0.06,0,0,0,0,0,0
0xbc63810075bc135f3bd2daeaa9a3de10f090456d,1,0.06,46,0,0,0,0,0
0xe27cc6724c65fb643758b0cb0484b7cd4aef8934,1,0.05,1,1,0,0,0,0
0x43720c8db4c2e4ca7fa4f5709af36988bc1482ec,0,0.05,0,0,0,0,0,0
0xa1599790b763e537bd15b5b912012e5fb65491a3,0,0.05,0,0,0,0,0,0
0x207a1090e3fd988d550e697d71fee29059818510,1,0.05,35,0,0,0,0,0
0x072001b736b049934eb1e66bcbbc281d010fe7b6,1,0.05,7,2,0,0,0,0
0x7352b64cf897f3ebb4f3d9babbb4f8e23c678f82,1,0.05,1,1,0,0,0,0
0x2ba30f26b0d163cdfeea21b9eac8f82f1afaa021,0,0.05,0,0,0,0,0,0
0xfc0f33c016589a4a4823f31d748df0d0360d825a,0,0.05,0,0,0,0,0,0
0xe4f8988bb8a02d088c90588760115e0991789055,0,0.05,0,0,0,0,0,0
0x942bb27c56f37dc15ef992283ea07376ca4cc53f,1,0.05,1,1,0,0,0,0
0x0f412760759a2fad4f07cee36bfdaa218814de89,0,0.05,0,0,0,0,0,0
0x8c952525f2f25eef67a8015d5e577c54db027d72,1,0.05,2,2,0,0,0,0
0x8c7ef83fad9057e3233b3a647cfefa94121b7834,0,0.05,0,0,0,0,0,0
0x4b012ea2e7ce01097ec3e40b95ce18b0a19a4315,1,0.05,1,1,0,0,0,0
0x358643badcc77cccb28a319abd439438a57339a7,1,0.05,1,1,0,0,0,0
0xa94d1fca8c5583396601dbb02d12615e6f4859bd,0,0.05,0,0,0,0,0,0
0x6e5a2624ae582c96c5a12eb168afa532a85ae829,0,0.05,0,0,0,0,0,0
0x6efa8d3d13112a66312b7e1af609455ee0a807b4,1,0.05,3,3,0,0,0,0
0x2fd49e97262d505fd76bb6e0e06ec10e1fd54589,0,0.05,0,0,0,0,0,0
0x0e47ea88480788289bda37d8ae0c2cd680623cfa,0,0.05,0,0,0,0,0,0
0x8d30d74f10c9d96daf2e1f2b40005d7d6e366f71,1,0.05,2,2,0,0,0,0
0x3dbd15c29bcde617df3c4611b8c127108e5a667a,0,0.05,0,0,0,0,0,0
0x91d0204b30785694d4b4af93f8823abef1510dc8,0,0.05,0,0,0,0,0,0
0xd26b76e50f6510cdd4bf45d59279705f36946d23,1,0.05,1,1,0,0,0,0
0xc396d16bf3a08755714951fc2802012dc9e3ad88,1,0.05,2,2,0,0,0,0
0x4da57abe152763d7d7090df8160e918dd90fb29d,1,0.05,3,3,0,0,0,0
0xa7619a765b6ab426fb8fc77c263c362c003d2d86,0,0.05,0,0,0,0,0,0
0x1238fa7d2e55981d2b80b156d4679985d2cc9de2,1,0.05,20,0,0,0,0,0
0x66be0c7ec019bef2f3b2fff540073f194686aa5a,1,0.05,1,1,0,0,0,0
0x60cede27158bc8b43f5e37bc7f0ae358c0356d8e,0,0.05,0,0,0,0,0,0
0x1f2580518e537109cf44aa66d8a71613a1fd6c0b,0,0.05,0,0,0,0,0,0
0x73bf0bd1ba244eaf799101c7ddec5b980e61a4af,1,0.05,1,1,0,0,0,0
0x78b1a9b1c37eb047dd4e89c8fe50f863c55a1a6a,0,0.05,0,0,0,0,0,0
0x280ad4a14fe3fd6668a032ffd96b7fff96ddddbf,0,0.05,0,0,0,0,0,0
0x7c2c5abf5dceaac874e07b14b023f90869319435,1,0.05,1,1,0,0,0,0
0x04738a5218560e7c8aa8fcef38c2b18dab4a95dd,0,0.05,0,0,0,0,0,0
0xe2aa02205da0e92a3a0569fd8e3c5642de220f0a,0,0.05,0,0,0,0,0,0
0xc3957f7848d6b09dcb29d784036b0a302555e75b,0,0.05,0,0,0,0,0,0
0x20f960d5b11d7b35072a38abff28ab882824c9b8,0,0.05,0,0,0,0,0,0
0xbd501d9e1e828723ae8faca0b48143240b540368,1,0.05,3,0,0,0,0,0
0x92aae14a531086a665daff6eedb5b71e00acc6d1,0,0.05,0,0,0,0,0,0
0x1802310d0112723b1282bbe6b6682b1c5dda79ef,0,0.05,0,0,0,0,0,0
0xfea3a9f2b28e9eea5eb14be130c7c79459b2aa5e,0,0.05,0,0,0,0,0,0
0x03b8d3fc3059d7a4c5b060449717b6e3aa08a40c,0,0.05,0,0,0,0,0,0
0xfbf87c28f5e31f5825bc0c7d1b22978a5d48f303,1,0.05,30,0,0,0,0,0
0xa012976059b88f8b9d2e2e1d035683bab69d490f,1,0.05,20,0,0,0,0,0
0x764aab74fc908dc9f21884275581f83ae7575fee,0,0.05,0,0,0,0,0,0
0x448d5159f3c3a32005681aea448ace9badc1ea28,1,0.05,9,0,0,0,0,0
0xf414832ca5246733b507a270e6435eac1a68b7df,1,0.05,1,1,0,0,0,0
0x1de14ee37f1cf16414c72656607e1a703d7eb46d,0,0.05,0,0,0,0,0,0
0xdda393ea409e5361d9496c5f6b18aad23d85c6e2,1,0.05,2,2,0,0,0,0
0xa2732e2b717e92ab56b36793f9fcc94145322998,1,0.05,3,1,0,0,0,0
0xa2e01883a00e07eea2883152d5cd19f48f092a20,0,0.05,0,0,0,0,0,0
0x6936cc35b1d39cb4e41afb9284b8502e68b25942,0,0.04,0,0,0,0,0,0
0xa96437876586239f80f968dd3c23317205a9fca8,0,0.04,0,0,0,0,0,0
0x3fad8bcd2aea732d02a203c156b19205253f2a06,0,0.04,0,0,0,0,0,0
0x2329758c140abd2c5e0d4d35c4ceff25d9a19616,0,0.04,0,0,0,0,0,0
0x35c1ad326b37ba4451a2a669a5fc03a1c339dd81,0,0.04,0,0,0,0,0,0
0x4d82bfc8823a4f3af82b0ade52ff3e2d74a04757,0,0.04,0,0,0,0,0,0
0x12924049e2d21664e35387c69429c98e9891a820,0,0.04,0,0,0,0,0,0
0xe7f0d5ae00386ccbddc03d40a57ce11d5bcbb34a,0,0.04,0,0,0,0,0,0
0xf6369241e98d942622bcf8bc9fad9ea696bf2579,1,0.04,1,1,0,0,0,0
0x9525e4ec3e0f282109c02d05516e2babdfd234dc,1,0.04,1,1,0,0,0,0
0x903379ac326333c1f59ebc041357bbb2162760ef,1,0.04,1,1,0,0,0,0
0xdae4fd12bd5d03bee5ce5c5c82eba312daf27559,1,0.04,2,1,0,0,0,0
0xbf44ec8c2c3aff14eab5b09f29958746088bb87c,0,0.04,0,0,0,0,0,0
0xbe2def03e27fa631c10bfdef2214dc2e25882bc0,1,0.04,2,1,0,0,0,0
0x972cacc9a5f0c5031ae8445274393cf4276f42b3,0,0.04,0,0,0,0,0,0
0xf63d913c8a618af9919d8efe0aa5dae4a288519c,1,0.04,26,0,0,0,0,0
0xfd9af6fc42e14c4186cdb10f9c9acd64b8dce7cd,1,0.04,4,0,0,0,0,0
0x54c692f496626e503213199d20ccd67e83e61963,1,0.04,2,2,0,0,0,0
0x05195b4d785faba6ddf83e907666ee8e180291d3,1,0.04,1,0,0,0,0,0
0x5e815d08d25bbe441dd1ddfc5fd6a88bd5523776,0,0.04,0,0,0,0,0,0
0x9bd088b58633c49e8c68973c3696b1a0405ae99e,1,0.04,1,1,0,0,0,0
0x67c5e0ebd1cb43cb482655c6251b68f3d5fe3ad0,1,0.04,1,1,0,0,0,0
0x36db63ffa2579d45cebb5b3a6baee0339f0a0ac5,1,0.04,1,1,0,0,0,0
0xa2e0267d81ac312982818324f9664b8a490fcfe9,0,0.04,0,0,0,0,0,0
0x07e03e84294a2a26efd9c6a28539537a298153b0,1,0.04,1,1,0,0,0,0
0xc9fa9a0a2f40a4e18579e54d4ac593d04a379878,1,0.04,1,1,0,0,0,0
0x94c0bf0b20df50087e7277035b7122ddc35f80aa,1,0.04,1,1,0,0,0,0
0x38fa7bf4911e3ddeeff3ee03dee81c4d91556d1e,0,0.04,0,0,0,0,0,0
0xf4b742228f151b891a995064a8226e4c8ca31497,0,0.04,0,0,0,0,0,0
0x4a7b17fbec1ecc14a00b351f9fb40b0c957e776b,1,0.04,1,1,0,0,0,0
0x9d5250d3f518a6fe96012f159429794e2f807827,0,0.04,0,0,0,0,0,0
0x6684e0c8f79d37e173f85a6a9df792a133809f49,0,0.04,0,0,0,0,0,0
0x0228d303473dba1d64a1ebdf22ffa011408bf93c,0,0.04,0,0,0,0,0,0
0x7869b5ea73ddc19a8f4febf634ffbf8511299739,1,0.04,1,1,0,0,0,0
0x316714ca3c8534375361592ead6c7aa3e5bb65f2,1,0.04,1,1,0,0,0,0
0x8a941e9b6b7c67ce07cf9bf5ef16c3ef6b90b6f9,0,0.04,0,0,0,0,0,0
0x0ed27270c4914877bf2a6cb3abf4ca493117acb8,0,0.04,0,0,0,0,0,0
0x5caf477f80d677383a3297c45ee9eb344a6ac7f5,1,0.04,8,0,0,0,0,0
0x9cafd5d52af08483b321bf4d20bb9a56adcfcf14,1,0.04,1,1,0,0,0,0
0x155e82997486730e90858b32b2b4c45ecb151a1e,1,0.04,2,2,0,0,0,0
0xee74a830b9e4030d3c4b48f62f4b41a716ff2287,1,0.04,1,1,0,0,0,0
0x1f3c385b563061a3c5e32c2297e5fda20342b60c,0,0.04,0,0,0,0,0,0
0x952d3cfdeddb345a3dae3cd137368dedd9ea1dec,0,0.04,0,0,0,0,0,0
0x749d0937670205f4fbdd288f7bd8f1bc638755e3,0,0.04,0,0,0,0,0,0
